Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Components,Components,Components,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Registration,JIR-1,10048,Epic,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Highest,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 12:15,4/1/2026 12:15,4/2/2026 11:25,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@123f2df2,,,,,ghx-label-12,,To Do,,,,grey,,,,,0|i0002n:,,,JIR Sprint 1,,,,,,,,,,,,,,,To Do,4/1/2026 12:15
"As a system, I want to restrict dashboard access to authenticated users only so that security is maintained.",JIR-31,10078,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:48,4/2/2026 10:23,4/2/2026 10:01,,Authentication Service,Backend API,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@344f73a3,,,,,,,,,,,,,,,,0|i0009b:,,,JIR Sprint 1,,,,,,,,,,,,10050,JIR-3,Dashboard & Navigation,To Do,4/1/2026 14:48
Implement route protection,JIR-168,10345,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1a49b6c4,,,,,,,,,,,,,,,,0|i0013r:,,,JIR Sprint 1,,,,,,,,,,,,10078,JIR-31,"As a system, I want to restrict dashboard access to authenticated users only so that security is maintained.",To Do,4/2/2026 10:01
Validate authentication for dashboard access,JIR-169,10347,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f14940,,,,,,,,,,,,,,,,0|i0013z:,,,JIR Sprint 1,,,,,,,,,,,,10078,JIR-31,"As a system, I want to restrict dashboard access to authenticated users only so that security is maintained.",To Do,4/2/2026 10:01
Block direct URL access,JIR-170,10349,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6aebda3d,,,,,,,,,,,,,,,,0|i00147:,,,JIR Sprint 1,,,,,,,,,,,,10078,JIR-31,"As a system, I want to restrict dashboard access to authenticated users only so that security is maintained.",To Do,4/2/2026 10:01
Redirect unauthorized users to login,JIR-171,10351,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@125236f2,,,,,,,,,,,,,,,,0|i0014f:,,,JIR Sprint 1,,,,,,,,,,,,10078,JIR-31,"As a system, I want to restrict dashboard access to authenticated users only so that security is maintained.",To Do,4/2/2026 10:01
"As a user, I want to view my profile details so that I can see my personal information.",JIR-32,10079,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:53,4/2/2026 10:23,4/2/2026 10:01,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32ca93b9,,,,,,,,,,,,,,,,0|i0009j:,,,JIR Sprint 1,,,,,,,,,,,,10051,JIR-4,Profile Management,To Do,4/1/2026 14:53
Design profile page UI,JIR-172,10353,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d1f5072,,,,,,,,,,,,,,,,0|i0014n:,,,JIR Sprint 1,,,,,,,,,,,,10079,JIR-32,"As a user, I want to view my profile details so that I can see my personal information.",To Do,4/2/2026 10:01
Fetch user data from backend,JIR-173,10355,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2924472d,,,,,,,,,,,,,,,,0|i0014v:,,,JIR Sprint 1,,,,,,,,,,,,10079,JIR-32,"As a user, I want to view my profile details so that I can see my personal information.",To Do,4/2/2026 10:01
"Display name, email, mobile",JIR-174,10357,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:01,4/2/2026 10:01,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f8b812d,,,,,,,,,,,,,,,,0|i00153:,,,JIR Sprint 1,,,,,,,,,,,,10079,JIR-32,"As a user, I want to view my profile details so that I can see my personal information.",To Do,4/2/2026 10:01
Handle data loading errors,JIR-175,10359,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56d87dc2,,,,,,,,,,,,,,,,0|i0015b:,,,JIR Sprint 1,,,,,,,,,,,,10079,JIR-32,"As a user, I want to view my profile details so that I can see my personal information.",To Do,4/2/2026 10:02
"As a user, I want to update my full name so that my profile information is correct.",JIR-33,10080,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:53,4/2/2026 10:23,4/2/2026 10:02,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2511155a,,,,,,,,,,,,,,,,0|i0009r:,,,JIR Sprint 1,,,,,,,,,,,,10051,JIR-4,Profile Management,To Do,4/1/2026 14:53
Implement name field validation,JIR-176,10361,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f5fc204,,,,,,,,,,,,,,,,0|i0015j:,,,JIR Sprint 1,,,,,,,,,,,,10080,JIR-33,"As a user, I want to update my full name so that my profile information is correct.",To Do,4/2/2026 10:02
Add min/max length rules,JIR-177,10363,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20a54dc2,,,,,,,,,,,,,,,,0|i0015r:,,,JIR Sprint 1,,,,,,,,,,,,10080,JIR-33,"As a user, I want to update my full name so that my profile information is correct.",To Do,4/2/2026 10:02
Restrict invalid characters,JIR-178,10365,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@11306d55,,,,,,,,,,,,,,,,0|i0015z:,,,JIR Sprint 1,,,,,,,,,,,,10080,JIR-33,"As a user, I want to update my full name so that my profile information is correct.",To Do,4/2/2026 10:02
Create API to update name,JIR-179,10367,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@182d912c,,,,,,,,,,,,,,,,0|i00167:,,,JIR Sprint 1,,,,,,,,,,,,10080,JIR-33,"As a user, I want to update my full name so that my profile information is correct.",To Do,4/2/2026 10:02
Show success/error messages,JIR-180,10369,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f7bf7de,,,,,,,,,,,,,,,,0|i0016f:,,,JIR Sprint 1,,,,,,,,,,,,10080,JIR-33,"As a user, I want to update my full name so that my profile information is correct.",To Do,4/2/2026 10:02
"As a user, I want to update my email address so that I can use a new email for my account.",JIR-34,10081,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:53,4/2/2026 10:23,4/2/2026 10:02,,Backend API,Database,Frontend (UI),,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@19b28e07,,,,,,,,,,,,,,,,0|i0009z:,,,JIR Sprint 1,,,,,,,,,,,,10051,JIR-4,Profile Management,To Do,4/1/2026 14:53
Implement email format validation,JIR-181,10371,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b2b4580,,,,,,,,,,,,,,,,0|i0016n:,,,JIR Sprint 1,,,,,,,,,,,,10081,JIR-34,"As a user, I want to update my email address so that I can use a new email for my account.",To Do,4/2/2026 10:02
Check duplicate email in database,JIR-182,10373,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a0e38d9,,,,,,,,,,,,,,,,0|i0016v:,,,JIR Sprint 1,,,,,,,,,,,,10081,JIR-34,"As a user, I want to update my email address so that I can use a new email for my account.",To Do,4/2/2026 10:02
Create API to update email,JIR-183,10375,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@372a7f2a,,,,,,,,,,,,,,,,0|i00173:,,,JIR Sprint 1,,,,,,,,,,,,10081,JIR-34,"As a user, I want to update my email address so that I can use a new email for my account.",To Do,4/2/2026 10:02
Display “Email already exists” error,JIR-184,10377,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@162ad1a6,,,,,,,,,,,,,,,,0|i0017b:,,,JIR Sprint 1,,,,,,,,,,,,10081,JIR-34,"As a user, I want to update my email address so that I can use a new email for my account.",To Do,4/2/2026 10:02
Show success message,JIR-185,10379,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:02,4/2/2026 10:02,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39a304fc,,,,,,,,,,,,,,,,0|i0017j:,,,JIR Sprint 1,,,,,,,,,,,,10081,JIR-34,"As a user, I want to update my email address so that I can use a new email for my account.",To Do,4/2/2026 10:02
"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",JIR-35,10082,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:54,4/2/2026 10:23,4/2/2026 10:03,,Backend API,Frontend (UI),OTP / Notification Service,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c64a721,,,,,,,,,,,,,,,,0|i000a7:,,,JIR Sprint 1,,,,,,,,,,,,10051,JIR-4,Profile Management,To Do,4/1/2026 14:54
Implement mobile number validation,JIR-186,10381,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3bbcc8ae,,,,,,,,,,,,,,,,0|i0017r:,,,JIR Sprint 1,,,,,,,,,,,,10082,JIR-35,"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",To Do,4/2/2026 10:03
Create OTP input UI,JIR-187,10383,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c4fadc4,,,,,,,,,,,,,,,,0|i0017z:,,,JIR Sprint 1,,,,,,,,,,,,10082,JIR-35,"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",To Do,4/2/2026 10:03
Integrate OTP sending service,JIR-188,10385,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a82b48a,,,,,,,,,,,,,,,,0|i00187:,,,JIR Sprint 1,,,,,,,,,,,,10082,JIR-35,"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",To Do,4/2/2026 10:03
Verify OTP on backend,JIR-189,10387,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@bcc0aa2,,,,,,,,,,,,,,,,0|i0018f:,,,JIR Sprint 1,,,,,,,,,,,,10082,JIR-35,"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",To Do,4/2/2026 10:03
Update mobile number after verification,JIR-190,10389,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@74eece73,,,,,,,,,,,,,,,,0|i0018n:,,,JIR Sprint 1,,,,,,,,,,,,10082,JIR-35,"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",To Do,4/2/2026 10:03
Handle invalid OTP errors,JIR-191,10391,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@46043219,,,,,,,,,,,,,,,,0|i0018v:,,,JIR Sprint 1,,,,,,,,,,,,10082,JIR-35,"As a user, I want to update my mobile number with OTP verification so that my contact details are secure.",To Do,4/2/2026 10:03
"As a user, I want to change my password so that I can secure my account.",JIR-36,10083,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:54,4/2/2026 10:23,4/2/2026 10:03,,Authentication Service,Backend API,Frontend (UI),,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cbdbca6,,,,,,,,,,,,,,,,0|i000af:,,,JIR Sprint 1,,,,,,,,,,,,10051,JIR-4,Profile Management,To Do,4/1/2026 14:54
Validate current password,JIR-192,10393,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71c2fd3b,,,,,,,,,,,,,,,,0|i00193:,,,JIR Sprint 1,,,,,,,,,,,,10083,JIR-36,"As a user, I want to change my password so that I can secure my account.",To Do,4/2/2026 10:03
Implement new password rules,JIR-193,10395,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54935622,,,,,,,,,,,,,,,,0|i0019b:,,,JIR Sprint 1,,,,,,,,,,,,10083,JIR-36,"As a user, I want to change my password so that I can secure my account.",To Do,4/2/2026 10:03
Prevent reuse of old password,JIR-194,10397,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:03,4/2/2026 10:03,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76b89c06,,,,,,,,,,,,,,,,0|i0019j:,,,JIR Sprint 1,,,,,,,,,,,,10083,JIR-36,"As a user, I want to change my password so that I can secure my account.",To Do,4/2/2026 10:03
